symbol,current_price,market_cap,enterprise_value,pe_ratio,forward_pe,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,profit_margin,operating_margin,gross_margin,roe,roa,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,operating_cash_flow,beta,dividend_yield,sector,industry,company_name,country,volatility_30d,volatility_90d,max_drawdown,sharpe_ratio,return_1m,return_3m,return_6m,return_1y,sector_category,pe_ratio_sector_rank,profit_margin_sector_rank,revenue_growth_sector_rank,roe_sector_rank,beta_sector_rank,peg_ratio_calculated,quality_score_raw,value_score_raw,growth_score_raw,momentum_score_raw,altman_z_score,financial_health,is_profitable,profitability_status,risk_score,risk_category,quality_score,value_score,growth_score,momentum_score,composite_score
BSX,76.27,113109909504,124071854080.0,39.31443,19.433481,2.1251043243243246,4.8327208,5.6346474,6.181,22.154,0.14437,0.20639,0.70235,0.12675,,0.159,0.185,50.973,,,,,0.657,,Healthcare,Medical Devices,Boston Scientific Corporation,United States,56.380350971903695,37.32566974724463,-30.183095592631325,0.6068391152707523,-22.474081345416387,-22.99849137489465,-26.05197101569773,-27.37573882973279,healthcare,66.66666666666666,46.66666666666666,86.66666666666667,33.33333333333333,73.33333333333333,2.1251043243243246,44.81324076850527,28.796499086043497,32.15110177574191,15.178481059194077,1.3344513812643428,High Risk,True,Profitable,6.314,High Risk,52.50316583274874,34.04004601708483,31.74482353460816,14.017304607097923,33.07633499788491
C,122.69,219525070848,-291128213504.0,17.552217,10.219432,,1.1152724,2.899322,-3.845,,0.18893999,0.21562,0.0,0.06831,0.00577,0.037,-0.108,,,,,,1.141,1.96,Financial Services,Banks - Diversified,Citigroup Inc.,United States,34.81057499337295,28.21098853505261,-47.79891064730342,0.6577331187144535,2.2632804326475853,22.29004443170941,33.791495502019366,52.896148917120335,finance,53.84615384615385,46.15384615384615,23.07692307692308,15.384615384615383,69.23076923076923,,35.27387009632428,54.55333362558406,33.320265390918,56.318525149672105,3.0138803137254904,Low Risk,True,Highly Profitable,5.282,Medium Risk,27.10081859240252,66.92589227294918,33.910645594876435,60.90431726581941,47.21041843151188
CAT,726.2,340209401856,372769292288.0,38.607124,26.411201,,15.891286,5.0335026,5.515,27.559,0.13144,0.14007,0.28795,0.43526,0.07556,0.18,-0.115,203.255,1.436,0.863,5507250176.0,11738999808.0,1.554,0.83,Industrials,Farm & Heavy Construction Machinery,Caterpillar Inc.,United States,38.479623569588526,37.993785705542166,-34.04714616263816,1.0258990550780085,19.694648425180404,27.75090097852737,75.25940040616726,101.44815729129635,industrials,83.33333333333334,50.0,91.66666666666666,50.0,100.0,,37.65436760272106,35.28072230266717,44.8226215672028,77.20654756268327,3.079450686124025,Low Risk,True,Profitable,8.108,High Risk,33.439834691086524,42.31898135998338,55.21823371025636,84.71024632949758,53.92182402270596
COF,222.79,141635092480,138239033344.0,66.30655,8.908596,2.986781531531532,1.2870075,4.3209095,4.217,,0.074829996,0.22935,0.0,0.02394,0.0036000002,0.516,0.222,,,,,,1.124,1.44,Financial Services,Credit Services,Capital One Financial Corporation,United States,39.90495446294072,33.08265884594159,-50.382219502206894,0.536327890121549,-12.863736049677954,3.115681894053912,7.691451539062544,9.19057528303182,finance,100.0,15.384615384615383,100.0,7.6923076923076925,53.84615384615385,2.986781531531532,28.638101831615494,13.09587581155753,51.98401435601907,34.82857689351588,2.83733931372549,Medium Risk,True,Profitable,5.248,Medium Risk,9.430461138092232,13.993782865712324,68.48438592619608,36.41237764354568,32.08025189338658
COP,107.62,132988002304,148315586560.0,16.948032,15.010119,,2.0446472,2.2062078,2.46,6.208,0.13252,0.14245,0.45825002,0.12357,0.06282,-0.068,-0.385,36.355,1.297,1.069,7364499968.0,19796000768.0,0.291,3.12,Energy,Oil & Gas E&P,ConocoPhillips,United States,34.35081683876347,30.378568329310102,-36.29586317260557,0.714083274412303,9.015398516843254,26.801974541027263,16.616575826899815,11.409772694657327,energy,42.85714285714285,71.42857142857143,14.285714285714285,57.14285714285714,14.285714285714285,,39.02854443394978,55.43614322811153,21.944642598967256,61.71259763934658,1.4124339687886704,High Risk,True,Profitable,6.0,Medium Risk,37.099123991827135,68.05304711867957,12.837825270762275,67.05190292589324,46.26047482679056
COST,1001.16,444472688640,435373309952.0,53.767986,44.989582,4.71649,14.666431,1.5851889,1.553,33.171,0.02961,0.03659,0.12876001,0.30325,0.08524,0.083,0.114,26.968,1.038,0.488,7170250240.0,14762999808.0,1.008,0.52,Consumer Defensive,Discount Stores,Costco Wholesale Corporation,United States,20.32281794161731,19.208530169701582,-31.402434338608963,0.993997854021105,9.528766032591252,8.548005593962827,2.341129841236844,-4.113350693431594,consumer,100.0,25.0,87.5,66.66666666666666,62.5,4.71649,33.714512343556144,13.939768724164866,30.837411991208345,55.14143226024543,1.7120642399733117,High Risk,True,Marginally Profitable,7.016,High Risk,22.948411848920166,15.071249607124775,29.311273363562734,59.56279295715164,31.72343194418983
CRM,191.35,182165209088,179606945792.0,25.581553,14.590286,0.6627345336787565,3.0031233,4.5183225,4.455,15.22,0.17913,0.23862,0.77729,0.12184,0.059499998,0.086,0.386,19.385,0.984,0.785,14523750400.0,13502000128.0,1.276,0.87,Technology,Software - Application,"Salesforce, Inc.",United States,41.1917149192718,37.06334500122542,-58.61723333561207,0.0119331314689454,-26.553561202134645,-19.898497201851185,-20.172710355714607,-41.779509760462574,tech,18.75,36.84210526315789,26.31578947368421,31.57894736842105,52.63157894736842,0.6627345336787565,42.80350881894414,55.50093403814386,29.02315219807056,13.22457989867401,1.432205680329982,High Risk,True,Highly Profitable,7.552,High Risk,47.15145966709476,68.13577081728644,25.95044017303981,11.790457493232074,38.25703203766327
CSCO,84.82,335131836416,349032841216.0,32.749035,18.942972,5.4581725,7.1259346,5.80858,6.05,22.265,0.17902,0.23604,0.64847,0.22418,0.06646,0.075,0.06,63.228,0.927,0.718,12405999616.0,13744000000.0,0.865,1.93,Technology,Communication Equipment,"Cisco Systems, Inc.",United States,23.84047415841812,23.056586483773323,-36.67506162887912,0.6747608868862842,14.683613770665316,20.036418426449742,19.49962588941956,39.52285370636055,tech,43.75,31.57894736842105,21.052631578947366,47.368421052631575,5.263157894736842,5.4581725,42.29694342008157,24.657141468421088,34.85919424633495,64.819924038597,1.842645276827224,Medium Risk,True,Highly Profitable,6.73,High Risk,45.80252894576558,28.75499136480614,36.7614408308738,70.59330049698032,45.47806540960646
CVX,180.86,361603104768,397676806144.0,27.237953,19.732628,,1.9047518,1.9437788,2.138,10.449,0.06611,0.092989996,0.41830003,0.0716,,-0.06,-0.238,21.239,,,,33899999232.0,0.672,3.94,Energy,Oil & Gas Integrated,Chevron Corporation,United States,27.054348668346726,21.567406399962923,-24.94892658371317,0.7518351872400754,13.56985909598214,19.576256737793287,19.2928024905185,24.584670151538536,energy,100.0,42.85714285714285,28.57142857142857,14.285714285714285,42.85714285714285,,40.53586112563231,47.56764604840406,24.93495223571605,63.70321555937992,0.711928024966502,High Risk,True,Profitable,6.344,High Risk,41.1129508279045,58.0066965813368,18.3772369444038,69.32059586676648,46.7043700551029
DE,583.11,158066229248,215458430976.0,31.553572,26.473593,,6.0749483,3.4642377,4.722,25.013,0.11017,0.12385,0.26957,0.20427999,0.03875,0.126,-0.137,248.418,2.262,2.026,2737125120.0,7458999808.0,1.004,1.11,Industrials,Farm & Heavy Construction Machinery,Deere & Company,United States,30.745669403866422,26.288472883843568,-33.81212996251238,0.553332973299989,16.4357027885194,23.086169571735947,15.04800774944739,27.12101850908728,industrials,58.333333333333336,25.0,66.66666666666666,16.666666666666664,33.33333333333333,,34.94763587750947,42.50286748964286,34.11119651634319,66.79048673359137,2.696130261156552,Medium Risk,True,Profitable,7.008,High Risk,26.232090959018485,51.5400817204258,35.37580928741976,72.83913664197341,46.49677965220937
DHR,216.61,153121603584,166931611648.0,43.063618,23.750002,3.44508944,2.9147155,6.2325625,6.795,23.39,0.1471,0.2217,0.59113,0.07053,0.03641,0.046,0.125,35.055,1.874,1.253,4317624832.0,6416000000.0,0.958,0.59,Healthcare,Diagnostics & Research,Danaher Corporation,United States,25.868485800118147,29.236260533819287,-39.817210015007696,0.1030249258399312,-7.825531655169549,2.961918368548866,8.343172360989604,3.790647200341879,healthcare,73.33333333333333,53.333333333333336,20.0,13.333333333333334,93.33333333333331,3.44508944,39.3409612469645,16.76032925875041,30.190323472435825,39.17236497187004,1.986778465706545,Medium Risk,True,Profitable,6.916,High Risk,37.93105731747781,18.67248872497304,28.11257151318676,41.36296170633074,31.519769815492083
ETN,373.82,145528127488,154888929280.0,35.703915,24.26377,1.899144414893617,7.470573,5.301957,5.643,24.674,0.1489,0.19872,0.37772998,0.21525998,0.08282,0.131,0.188,54.091,1.319,0.661,,,1.18,1.11,Industrials,Specialty Industrial Machinery,Eaton Corporation plc,Ireland,29.92770038908906,31.36770768773599,-34.460967772094314,0.9161609105340582,16.6074062580172,-0.9485921118609132,3.0261302770224763,19.547906719455387,industrials,66.66666666666666,66.66666666666666,75.0,25.0,66.66666666666666,1.899144414893617,45.27329908319035,33.84726273843376,36.128424605142825,58.40359585505502,2.069559846692297,Medium Risk,True,Profitable,7.359999999999999,High Risk,53.72825304888133,40.48876690676667,39.11263195159157,63.28065736751234,49.152577318687975
GE,321.0,338595250176,346455179264.0,39.8263,37.754,1.0648743315508022,18.024593,7.3840423,7.555,32.37,0.18982,0.19549,0.31499,0.44692,0.0468,0.176,0.374,114.07,1.041,0.69,5210999808.0,8536999936.0,1.384,0.45,Industrials,Aerospace & Defense,GE Aerospace,United States,37.37862708304706,29.847805264295925,-46.545469811373216,1.2349634194462666,2.0862477762561893,5.273077746840871,16.999295570122698,56.66756604249785,industrials,91.66666666666666,75.0,83.33333333333334,58.333333333333336,91.66666666666666,1.0648743315508022,42.000760407023606,37.18112416929296,43.67953976441777,49.271106577215775,2.929482778401122,Medium Risk,True,Highly Profitable,7.768,High Risk,45.013824532975406,44.74537904151028,53.10072701313751,52.87242495448986,48.93308888552826
GILD,152.5,189223059456,205570637824.0,23.570326,17.445618,0.1648274545454545,8.793173,6.505417,7.067,14.542,0.27882,0.45231,0.78716004,0.40706003,0.12571,0.03,1.43,116.243,1.453,1.105,8028000256.0,9667000320.0,0.387,2.07,Healthcare,Drug Manufacturers - General,"Gilead Sciences, Inc.",United States,28.84172820491264,25.690444504444816,-26.58981644020842,0.8914647819779634,26.37772628991901,24.3980797301097,29.447489185067056,59.89736352474186,healthcare,40.0,73.33333333333333,6.666666666666667,80.0,33.33333333333333,0.1648274545454545,47.31556599924772,59.90344030439597,46.25391649168487,77.20360334277568,3.989525078552382,Low Risk,True,Highly Profitable,6.0,Medium Risk,59.166596430426345,73.7568087592815,57.86964201783218,84.7068908232231,68.87498450769078
GS,928.75,281152225280,140557877248.0,18.083138,14.286996,1.0452680924855493,2.5982,4.733521,2.366,,0.28917998,0.37587002,0.82883,0.13885,0.00985,0.152,0.173,528.8,2.795,2.204,,,1.311,1.94,Financial Services,Capital Markets,"The Goldman Sachs Group, Inc.",United States,32.39481890100877,27.82222568959097,-32.84012515731364,0.9718211458061669,-0.6503874478454463,18.50914045857744,30.097004372292968,43.97984972451388,finance,69.23076923076923,84.61538461538461,69.23076923076923,61.53846153846154,92.3076923076923,1.0452680924855493,47.65514527654176,57.39831462507566,39.6102981649605,52.2899724571793,3.731512104369168,Low Risk,True,Highly Profitable,7.622,High Risk,60.07086055998836,70.558310985214,45.562643283651504,56.31300470733444,58.12620488404709
HD,385.15,383421251584,447719243776.0,26.25426,25.601517,,31.629301,2.3071396,2.694,17.498,0.087740004,0.12945,0.33355,1.62909,0.13226,0.028,-0.014,544.586,1.051,0.246,9733999616.0,17649000448.0,1.089,2.39,Consumer Cyclical,Home Improvement Retail,"The Home Depot, Inc.",United States,21.375979917987856,23.496498407686303,-34.72934761629416,0.4121780520853464,7.117030957738968,5.031853860475177,0.5131503947503724,-4.686053153221126,consumer,50.0,62.5,25.0,100.0,75.0,,34.99946662098908,47.05007861525444,27.34809819919734,51.816262236583626,5.480021223549199,Low Risk,True,Profitable,7.178,High Risk,26.3701108126168,57.34587612968264,22.847479342058254,55.77312057252926,40.58414671422173
HON,238.38,160637059072,173068976128.0,31.44855,20.761444,,9.807052,4.290291,4.622,21.636,0.13725,0.15413,0.36933997,0.28195998,0.05535,-0.033,-0.764,223.964,1.316,0.878,3487875072.0,6408000000.0,0.93,1.92,Industrials,Conglomerates,Honeywell International Inc.,United States,24.72101730002097,24.237704528662377,-27.13005995650272,0.3200482442030632,16.14694918274704,22.40711146436229,18.23798782008419,23.17375316164274,industrials,50.0,58.333333333333336,8.333333333333332,41.66666666666667,25.0,,37.07852378534592,41.49195314931249,21.6886171186447,66.66524517592046,2.2388937039504584,Medium Risk,True,Profitable,6.86,High Risk,31.906422780819955,50.24936513322571,12.363549792056194,72.69639973855642,41.803934361164565
INTC,50.59,252706078720,274469044224.0,,51.013412,,2.2107148,4.7813005,5.193,21.726,-0.00505,0.051409997,0.36563998,0.00022,0.0028400002,-0.041,,37.282,2.017,1.307,-4504500224.0,9697000448.0,1.377,,Technology,Semiconductors,Intel Corporation,United States,90.2288593353553,67.78490620157363,-70.79731977861445,0.1734007878061164,23.06008124906047,35.84854423312347,153.58395096689662,161.042323753056,tech,,15.789473684210526,5.263157894736842,15.789473684210526,68.42105263157895,,29.299529621038907,44.99736449042615,53.67202602882638,90.62222718201627,1.2145683928673494,High Risk,False,Unprofitable,8.754,High Risk,11.191774222439204,54.72500899584624,71.61135025479935,100.0,59.3820333682712
INTU,443.77,123545567232,,30.478706,16.7794,,6.3965,6.3575134,,,0.21191,0.15697,0.80728996,0.21987,0.09776,0.41,-0.185,,1.386,0.573,5059874816.0,6481999872.0,1.234,1.01,Technology,Software - Application,Intuit Inc.,United States,49.89050617170476,35.916542946397364,-49.01004597195901,0.1982672062872529,-31.890108613634016,-31.982847734469644,-40.534069219432766,-24.2999776046141,tech,37.5,47.368421052631575,100.0,42.10526315789473,47.368421052631575,,31.42768651031476,41.11687644930745,40.3920461590921,2.879285677242133,3.9641353137254898,Low Risk,True,Highly Profitable,5.468,Medium Risk,16.85883362720395,49.77047419375148,47.01079564597566,0.0,28.410025866732774
ISRG,488.15,173356826624,167710523392.0,62.105595,42.68392,3.7413009036144578,9.7252655,17.224241,16.663,47.136,0.28375998,0.30155,0.65996003,0.16690001,0.09392,0.188,0.166,0.953,4.875,3.77,2274837504.0,3030500096.0,1.662,,Healthcare,Medical Instruments & Supplies,"Intuitive Surgical, Inc.",United States,24.63191953116032,34.90901117898768,-49.90422231080237,0.4803292058748137,-16.566968681563253,-10.885762936069645,3.844028216555628,-17.051827715125846,healthcare,86.66666666666667,86.66666666666667,93.33333333333331,60.0,100.0,3.7413009036144578,47.52998036455168,2.1356728400394784,34.39387055867913,27.004349905741016,5.868036649169262,Low Risk,True,Highly Profitable,7.229999999999999,High Risk,59.73755947903221,0.0,35.899450006998755,27.495162362645694,30.78304296216916
KLAC,1442.95,189592567808,190039015424.0,42.01951,31.562662,1.0273718826405869,34.62138,14.876292,14.911,33.096,0.35764,0.41313,0.61574,1.00726,0.21087,0.072,0.409,111.778,2.828,1.852,3222999808.0,4766347776.0,1.455,0.53,Technology,Semiconductor Equipment & Materials,KLA Corporation,United States,71.88062417559371,53.69974814586376,-40.28338657271476,0.9305071351922964,8.934771083140426,19.808600510324315,58.342435516490966,91.02719015168054,tech,68.75,89.47368421052632,15.789473684210526,89.47368421052632,78.94736842105263,1.0273718826405869,52.855140633608734,30.16697877450236,43.23143820384665,63.81963145681823,8.200274503989695,Low Risk,True,Highly Profitable,7.91,High Risk,73.91790479883049,35.78984893880081,52.270639391073246,69.45327422862876,57.85791683933333
KO,79.03,340118798336,374356148224.0,26.168875,24.508163,0.8693978405315615,10.881179,7.135908,7.854,22.957,0.2734,0.32373002,0.61632997,0.42442,0.08959,0.051,0.301,144.771,1.211,0.877,1412875008.0,7602999808.0,0.364,2.58,Consumer Defensive,Beverages - Non-Alcoholic,The Coca-Cola Company,United States,16.78188835006097,16.990685347590247,-17.27476001452475,0.7367213021240969,13.92532168119427,15.240507050131956,14.011164236580909,28.41168419360169,consumer_staples,62.5,87.5,62.5,71.42857142857143,75.0,0.8693978405315615,45.87297938251862,50.08316847201736,34.546301089882625,62.14798032658773,3.408316049651169,Low Risk,True,Highly Profitable,6.0,Medium Risk,55.32513901968811,61.21846872473164,36.18182058614924,67.54810544631759,55.06838344422164
LIN,448.24,210184011776,232419557376.0,30.680355,23.045889,,5.464542,6.184429,6.839,17.577,0.20297001,0.26288998,0.48835,0.17817,0.07082,0.058,-0.095,67.912,0.877,0.677,4939125248.0,10350000128.0,0.847,1.34,Basic Materials,Specialty Chemicals,Linde plc,United Kingdom,17.35012242698598,18.176938725142723,-22.81525674466037,0.6287468466361166,1.9445490562656431,8.323892681825251,-4.46515084570025,-1.3902247210171526,materials,40.0,100.0,50.0,85.71428571428571,28.57142857142857,,42.52465282283573,41.20636071467612,28.35754195713038,47.86408738449158,1.6501097042364476,High Risk,True,Highly Profitable,6.694,High Risk,46.40889528977627,49.88472603586801,24.717427680471268,51.268855289974304,43.06997607402246
LMT,623.58,144295034880,162123431936.0,28.990238,19.624763,0.1800635900621118,21.24706,1.9227033,2.16,19.568,0.06685,0.090100005,0.1024,0.76865,0.07569,0.091,1.61,338.804,1.087,0.901,5281625088.0,8557000192.0,0.23,2.21,Industrials,Aerospace & Defense,Lockheed Martin Corporation,United States,34.4798506311004,26.535536888981508,-31.78841238562139,0.6867670887581533,20.280073712159275,33.99180355979961,48.69683499084321,43.12888244712048,industrials,41.66666666666667,16.666666666666664,58.333333333333336,83.33333333333334,8.333333333333332,0.1800635900621118,33.27995678691667,58.80812893511138,48.51501555760416,76.86655136181143,4.230531488399036,Low Risk,True,Profitable,6.0,Medium Risk,21.79123581243704,72.35833561859735,62.058224500090176,84.32275510223647,60.13263775834026
LOW,278.38,156157673472,200257667072.0,23.044703,21.491232,,-15.042688,1.8533936,2.377,16.12,0.08045,0.1192,0.3359,,0.13182001,0.032,-0.037,,1.04,0.094,4762250240.0,9208000512.0,0.978,1.72,Consumer Cyclical,Home Improvement Retail,"Lowe's Companies, Inc.",United States,25.66517700335614,23.82353809386462,-33.861610907707764,0.4753505572870919,9.141030106295169,20.868900799902377,16.527080253782955,10.523587727824246,consumer,25.0,50.0,50.0,,37.5,,37.92278593033049,53.056383068269234,29.01087675937361,60.01023132621685,2.3941443137254903,Medium Risk,True,Profitable,4.956,Medium Risk,34.154604647923605,65.01461370318111,25.927700484954908,65.11172827032041,47.55216177659501
LRCX,231.01,290155462656,286781898752.0,47.435318,33.924564,1.2820356216216218,28.488098,14.112255,13.948,39.052,0.3022,0.33868998,0.49800998,0.65565,0.21047,0.221,0.37,44.195,2.256,1.557,4816949760.0,7121860096.0,1.776,0.45,Technology,Semiconductor Equipment & Materials,Lam Research Corporation,United States,66.69147154214006,56.83382568430208,-56.39314935528837,0.8533438880785916,14.95321794836264,42.66619260382816,127.85967868555592,181.4506742317699,tech,75.0,78.94736842105263,73.68421052631578,84.21052631578947,94.73684210526316,1.2820356216216218,49.72550173727005,23.90586878775796,59.34753341691648,83.08476015722755,5.674548809353468,Low Risk,True,Highly Profitable,8.552,High Risk,65.58400346364807,27.79578040918227,82.12496780565836,91.40960298854512,66.72858866675845
